year of experience,salary
4.1837819303420964,58367.5638606842
3.2005108812997296,56401.021762599456
7.980745175181161,65961.49035036232
17.553286218584468,85106.57243716894
18.0010235023378,86002.04700467561
7.5143045747281345,65028.60914945627
13.663242170749555,77326.4843414991
18.555943175381458,87111.88635076291
17.837778664771925,85675.55732954385
14.330180431720379,78660.36086344076
7.407005495579229,64814.01099115846
1.111972570933754,52223.94514186751
18.33824842427627,86676.49684855255
6.187649624233544,62375.29924846709
1.1555393928311708,52311.07878566234
8.633352392669227,67266.70478533846
9.446657861772943,68893.31572354588
15.74795435161359,81495.90870322718
19.66361579382798,89327.23158765596
11.803219692174329,73606.43938434866
3.2917755498259424,56583.551099651886
14.544197010600456,79088.39402120092
13.51312382925428,77026.24765850857
6.9105214645271,63821.0429290542
8.545276212162461,67090.55242432492
9.579451020887042,69158.90204177408
19.367245026199814,88734.49005239963
1.6901679179325826,53380.33583586517
7.766818196202585,65533.63639240517
10.372479220670144,70744.95844134029
10.887363746174021,71774.72749234804
2.9569443994331515,55913.888798866305
9.674092667394955,69348.18533478992
13.603030890819506,77206.06178163901
5.113408670384677,60226.817340769354
7.043184462657248,64086.3689253145
8.509172270252495,67018.34454050499
10.837707836206162,71675.41567241232
14.675981844088696,79351.96368817739
19.371027861382554,88742.0557227651
5.41008006860728,60820.16013721456
14.672824328359122,79345.64865671824
2.5348343730563534,55069.66874611271
14.342932780161822,78685.86556032364
19.87189484318422,89743.78968636843
15.255898329840843,80511.79665968168
2.9526374288446062,55905.27485768921
12.661484962042168,75322.96992408433
13.508464225038798,77016.9284500776
17.48152110034699,84963.04220069398
11.875493011596275,73750.98602319256
15.714694005168013,81429.38801033603
9.363066138233227,68726.13227646645
9.59292172263365,69185.8434452673
2.7012548961088365,55402.50979221767
5.349233034043685,60698.46606808737
17.532960938258846,85065.92187651769
17.707712555226326,85415.42511045266
16.884091788221372,83768.18357644274
15.961488054087033,81922.97610817407
16.868320984899285,83736.64196979857
9.423509786352135,68847.01957270427
18.81679690968939,87633.59381937879
2.5955620006139424,55191.12400122789
1.8828497289961352,53765.69945799227
4.776015834908584,59552.03166981717
15.556816803181402,81113.6336063628
8.420255423736025,66840.51084747205
18.152553025146005,86305.106050292
13.000324638134725,76000.64927626945
2.3960491325199285,54792.09826503986
12.929304652499665,75858.60930499932
16.515649544746896,83031.29908949378
11.735922955477164,73471.84591095433
15.817606330977977,81635.21266195596
14.736123618225562,79472.24723645112
12.05828641006924,74116.57282013848
11.008111850140521,72016.22370028104
9.785163492058505,69570.32698411701
7.62304814800391,65246.09629600782
2.704941968349511,55409.88393669902
1.8198707440376563,53639.74148807531
19.9394186255216,89878.83725104321
10.636541875464085,71273.08375092817
11.41928476582422,72838.56953164843
16.21349781009589,82426.99562019178
12.137043755347191,74274.08751069439
1.9733125524961266,53946.62510499225
1.7308667383765837,53461.733476753165
18.038392339212667,86076.78467842533
19.06570911288128,88131.41822576255
4.542289450095103,59084.5789001902
8.079288232496001,66158.576464992
18.56675874277502,87133.51748555004
3.873420893263824,57746.84178652765
12.998604966081292,75997.20993216259
11.150465616671095,72300.93123334218
4.073489633101388,58146.979266202776
2.1340969145746684,54268.193829149335
15.728123886298656,81456.24777259731
17.85165651156865,85703.3130231373
13.857168587062498,77714.337174125
15.926769691952524,81853.53938390505
15.542497449169256,81084.99489833851
13.072367954523385,76144.73590904677
11.053990276206893,72107.98055241379
13.872788799814508,77745.57759962902
10.811229351010976,71622.45870202195
3.518800398811948,57037.6007976239
17.290037384598673,84580.07476919735
12.303875307078156,74607.7506141563
4.078916369505752,58157.8327390115
18.48393397778525,86967.86795557049
7.571775068735209,65143.55013747042
4.199526608592639,58399.053217185276
14.89762015853789,79795.24031707578
4.092820545968311,58185.641091936624
15.142308341064549,80284.6166821291
14.15907604896964,78318.15209793928
3.3346420005728525,56669.2840011457
11.643348792746686,73286.69758549337
5.698081120321844,61396.16224064369
1.7707159178757026,53541.431835751406
7.375684473581064,64751.368947162126
1.039951807420712,52079.90361484142
4.966234208927673,59932.46841785534
10.559240289814223,71118.48057962845
1.6148374974071178,53229.67499481424
4.09025657846205,58180.5131569241
11.930095730985256,73860.1914619705
18.29604373724752,86592.08747449504
18.129066106365066,86258.13221273012
10.38487648497689,70769.75296995378
8.55575085042527,67111.50170085054
18.365487538654598,86730.9750773092
4.120860511329072,58241.721022658145
9.341271423820915,68682.54284764183
19.49361279099805,88987.2255819961
17.328041992346233,84656.08398469246
12.612204323901624,75224.40864780324
11.55842753785709,73116.85507571418
11.965352825312985,73930.70565062597
11.47389573238909,72947.79146477819
6.559003419230796,63118.006838461595
14.627612329264299,79255.2246585286
9.579915252698274,69159.83050539655
1.626471780210922,53252.943560421845
15.307155429006105,80614.3108580122
3.147546224483035,56295.09244896607
19.64070345484063,89281.40690968126
3.838356163503528,57676.71232700706
1.7306973426149574,53461.39468522991
18.585336377890822,87170.67275578165
9.448748779605552,68897.4975592111
4.426263682716579,58852.527365433154
3.743692474604649,57487.3849492093
2.286819004316577,54573.638008633156
12.823548463562403,75647.0969271248
12.859887304762552,75719.7746095251
13.47265956877313,76945.31913754626
1.6340522043334391,53268.10440866688
13.345755331938397,76691.51066387679
4.01274873858302,58025.49747716604
12.477331883513747,74954.6637670275
16.5548330589913,83109.66611798259
10.729337534899608,71458.67506979921
5.9753207209836114,61950.64144196722
11.225685383642181,72451.37076728436
9.921233866657248,69842.4677333145
18.66365026597082,87327.30053194164
13.275242615017062,76550.48523003413
15.222441824416556,80444.88364883311
1.6279193575452304,53255.83871509046
10.4919935427323,70983.9870854646
14.584423153597065,79168.84630719412
10.719632294135922,71439.26458827185
6.378836958274913,62757.67391654983
3.3222777996218626,56644.55559924373
11.169803691609475,72339.60738321894
17.95172464367465,85903.4492873493
15.59873053994349,81197.46107988698
7.542795352278951,65085.5907045579
3.2330653433548173,56466.130686709635
11.68614016746231,73372.28033492462
19.265358107727177,88530.71621545436
9.072015358336534,68144.03071667306
4.498951432659472,58997.902865318945
7.555651322198553,65111.3026443971
11.820333523591218,73640.66704718243
9.437870482710451,68875.7409654209
5.648824500924455,61297.64900184891
5.316165731294323,60632.33146258864
8.089916385542402,66179.83277108481
12.95858041422776,75917.16082845553
15.904030105043155,81808.06021008632
5.32135978804542,60642.719576090836
1.196508518906682,52393.01703781336
11.030847963713738,72061.69592742747
15.935114306740646,81870.22861348129
17.902554306726653,85805.10861345331
8.944168553711753,67888.3371074235
11.291319320391604,72582.6386407832
3.8402804991473602,57680.56099829472
8.692768590458073,67385.53718091614
16.03813539156952,82076.27078313904
5.921096871063226,61842.19374212645
18.011044944845057,86022.0898896901
18.037480851940806,86074.96170388162
11.066700693451889,72133.40138690377
11.376162825342652,72752.3256506853
5.2000568213019625,60400.11364260392
11.426289469791406,72852.57893958282
13.787488512777685,77574.97702555537
3.6275777580059385,57255.15551601187
10.318792976248655,70637.5859524973
12.532865703250826,75065.73140650165
19.83776188304467,89675.52376608935
6.847674300570788,63695.34860114158
8.848172991525924,67696.34598305184
4.1253579913234,58250.7159826468
1.4740349209364572,52948.069841872915
16.16555822121004,82331.11644242008
10.408732540628865,70817.46508125773
14.808208621235652,79616.4172424713
4.217982187998718,58435.964375997435
18.430532521298094,86861.0650425962
18.563381672280006,87126.76334456001
15.573126423968878,81146.25284793775
7.222771706899546,64445.543413799096
14.8575505671935,79715.101134387
16.523277353819047,83046.5547076381
1.1207440479230861,52241.48809584617
15.816427031050837,81632.85406210167
3.6145819719693284,57229.163943938656
9.919262243092987,69838.52448618598
4.441410300506218,58882.82060101244
8.935335402979543,67870.67080595909
15.296727355070674,80593.45471014135
6.205222017596026,62410.44403519205
10.814745262288362,71629.49052457671
18.349204248995377,86698.40849799075
17.556114592786624,85112.22918557325
8.565106878689685,67130.21375737937
2.6787503771799055,55357.50075435981
8.190995438298565,66381.99087659713
18.460804083520284,86921.60816704057
5.703600374773987,61407.20074954798
2.996304921302983,55992.60984260597
7.5953623491055735,65190.72469821115
12.741432025195408,75482.86405039081
19.669869674046744,89339.73934809348
14.457657865171255,78915.31573034251
7.165815725523763,64331.63145104753
8.548404781728266,67096.80956345654
16.90231196098184,83804.62392196368
1.0045391924819453,52009.07838496389
3.8313969577946327,57662.79391558927
10.136462064806924,70272.92412961385
16.485686945239507,82971.37389047901
15.814069452587168,81628.13890517433
10.750511458927805,71501.02291785562
12.735638432531712,75471.27686506342
17.616564370234293,85233.12874046859
18.005337785527203,86010.67557105441
1.4461246851868013,52892.2493703736
19.983917964992173,89967.83592998434
17.887673643687318,85775.34728737464
11.69968693642031,73399.37387284062
14.436789811020882,78873.57962204177
17.020686727251153,84041.3734545023
13.238906213159016,76477.81242631804
13.116162812232314,76232.32562446463
3.5783212815372996,57156.6425630746
1.6556662783476974,53311.33255669539
14.797491608609642,79594.98321721928
11.049378742834591,72098.75748566918
17.055561884508695,84111.12376901739
14.799703669590013,79599.40733918003
16.8198805535229,83639.76110704581
17.19969316695459,84399.38633390918
9.929476942092434,69858.95388418487
6.61291001617375,63225.8200323475
19.65676393355074,89313.52786710148
12.696354145292624,75392.70829058524
12.724883368204466,75449.76673640893
9.389226229140485,68778.45245828097
8.862998476235322,67725.99695247065
18.22436037431374,86448.72074862747
12.205798075143328,74411.59615028666
12.465224852359322,74930.44970471865
17.327654003585703,84655.3080071714
16.09223060260841,82184.46120521682
13.510223514416115,77020.44702883223
11.119704125404951,72239.40825080991
11.619886860053477,73239.77372010695
10.956771010615682,71913.54202123136
18.814884369095072,87629.76873819015
1.5320640423002434,53064.12808460049
5.234127867562144,60468.25573512429
6.41366575181161,62827.33150362322
6.599937230096874,63199.87446019375
16.834882743646048,83669.7654872921
13.033359007616763,76066.71801523352
9.898103783884064,69796.20756776813
1.8290107743188582,53658.02154863771
10.11142615281697,70222.85230563395
9.888275721375791,69776.55144275157
6.9448701264114705,63889.74025282294
11.678418125514234,73356.83625102846
19.875499694019094,89750.99938803818
1.2587673462749114,52517.53469254982
19.720215964233674,89440.43192846735
4.42258161405776,58845.16322811552
16.733167021225952,83466.3340424519
18.917685770015943,87835.37154003189
18.50332611780551,87006.65223561102
4.082842815210281,58165.685630420565
11.362135212816154,72724.2704256323
17.40923879058744,84818.47758117488
17.57868445422069,85157.36890844138
2.135696851125993,54271.39370225198
17.343736566909435,84687.47313381887
9.181930342265984,68363.86068453197
14.46725794855507,78934.51589711013
19.479141206879046,88958.28241375809
3.537924717790915,57075.84943558183
15.887174018392198,81774.34803678439
16.664907150451562,83329.81430090312
18.66823634322741,87336.47268645483
2.693693926644429,55387.387853288856
3.4288974432649,56857.7948865298
11.867625845340138,73735.25169068028
11.579445296005526,73158.89059201106
3.4811395171442046,56962.27903428841
2.533288260490049,55066.576520980096
16.50745659414426,83014.91318828851
5.806458316929766,61612.91663385953
13.039505433028816,76079.01086605764
6.715841830775317,63431.68366155063
10.88010477386143,71760.20954772286
4.99972173461822,59999.44346923644
13.430190913404942,76860.38182680988
12.158979872593171,74317.95974518635
8.33482273780653,66669.64547561306
17.84444928989909,85688.89857979817
16.49016439463229,82980.32878926457
15.202309826826415,80404.61965365283
19.19935017747433,88398.70035494867
18.42139689215036,86842.79378430071
15.881635479128352,81763.2709582567
3.0725127802548298,56145.02556050966
2.6651481815476403,55330.29636309528
5.416923535458371,60833.847070916745
18.954369702289526,87908.73940457904
16.401250928210747,82802.5018564215
18.549963605914787,87099.92721182958
11.041602930283146,72083.20586056629
3.0869139947733633,56173.82798954673
14.41369058598726,78827.38117197451
11.091775786762929,72183.55157352585
4.484901076831424,58969.80215366285
8.588805160737053,67177.6103214741
18.177044389241914,86354.08877848383
6.496984871207593,62993.96974241518
17.343715226790483,84687.43045358096
10.972955839842587,71945.91167968517
15.117291330645896,80234.58266129179
19.955455505162377,89910.91101032475
16.493537550326394,82987.07510065279
7.685248564985325,65370.49712997065
7.090309811414806,64180.61962282961
17.58907775068745,85178.1555013749
11.428607289650987,72857.21457930197
8.82047082337882,67640.94164675764
5.960413665122116,61920.82733024423
1.0414487033421285,52082.89740668426
9.316142857583296,68632.2857151666
14.047243925331012,78094.48785066203
13.428972044583945,76857.9440891679
11.252921687884603,72505.84337576921
4.274549600730543,58549.09920146108
8.099688147029088,66199.37629405818
6.093555055445445,62187.11011089089
7.597409728151522,65194.81945630304
13.028757522352999,76057.515044706
5.6464975774796375,61292.99515495927
10.154949272423245,70309.8985448465
1.595642280356961,53191.284560713924
8.59622496679101,67192.44993358201
17.71746742638442,85434.93485276884
7.7536436606217265,65507.28732124345
17.754949882716378,85509.89976543275
10.739879168140472,71479.75833628094
4.186957582639938,58373.915165279876
15.497140504946893,80994.28100989379
10.212068959366475,70424.13791873294
6.546800842808183,63093.60168561636
1.574510451647999,53149.020903296
17.8663779200947,85732.7558401894
2.6226093283399723,55245.21865667994
3.5446821458283027,57089.3642916566
19.34160808453495,88683.2161690699
1.605911031940173,53211.82206388035
15.88208585342152,81764.17170684304
15.550100438650787,81100.20087730157
5.099849761909609,60199.69952381922
